,Tanggal (UTC),Jenis,Bujur,Lintang
3808,38:22.0,Positive Cloud to Ground,"135,6450391","-3,363523624"
3809,38:22.0,Intra/Inter Cloud,"135,73577","-3,340488252"
3810,38:22.0,Intra/Inter Cloud,"135,7499773","-3,32850544"
3811,38:22.0,Intra/Inter Cloud,"135,7323155","-3,324784819"
3812,38:24.0,Intra/Inter Cloud,"135,2805153","-2,906843186"
3813,38:24.0,Positive Cloud to Ground,"135,4331711","-2,862164726"
3814,38:24.0,Negative Cloud to Ground,"135,2903264","-2,8926601"
3815,38:24.0,Negative Cloud to Ground,"135,5109016","-2,855453267"
3816,38:24.0,Negative Cloud to Ground,"135,4263105","-2,856848093"
3817,38:24.0,Negative Cloud to Ground,"135,3350587","-2,874833116"
3818,38:24.0,Negative Cloud to Ground,"135,3075732","-2,883658941"
3819,38:28.0,Intra/Inter Cloud,"135,9708607","-3,338694011"
3820,38:30.0,Intra/Inter Cloud,"135,9531559","-3,284035992"
3821,38:30.0,Negative Cloud to Ground,"135,654971","-3,375374644"
3822,38:30.0,Intra/Inter Cloud,"135,9553179","-3,476089192"
3823,38:30.0,Intra/Inter Cloud,"135,7409591","-3,412096191"
3824,38:30.0,Negative Cloud to Ground,"135,7665971","-3,351231818"
3825,38:30.0,Intra/Inter Cloud,"135,6866822","-3,38785659"
3826,38:30.0,Intra/Inter Cloud,"135,699903","-3,389845986"
3827,38:35.0,Negative Cloud to Ground,"135,8042143","-3,610769252"
3828,38:36.0,Positive Cloud to Ground,"135,3578687","-2,974277561"
3829,38:36.0,Positive Cloud to Ground,"135,4967743","-3,034059604"
3830,38:37.0,Negative Cloud to Ground,"135,466527","-3,035746635"
3831,38:37.0,Negative Cloud to Ground,"135,4975929","-3,037195577"
3832,38:37.0,Negative Cloud to Ground,"135,4798635","-3,036083705"
3833,38:39.0,Negative Cloud to Ground,"135,4770893","-3,23634309"
3834,38:39.0,Negative Cloud to Ground,"135,6439219","-3,370697733"
3835,38:39.0,Negative Cloud to Ground,"135,4479293","-3,239363523"
3836,38:39.0,Negative Cloud to Ground,"135,4376748","-3,238679682"
3837,38:44.0,Negative Cloud to Ground,"135,4413048","-2,934348072"
3838,38:46.0,Intra/Inter Cloud,"135,9393101","-3,324469448"
3839,38:46.0,Intra/Inter Cloud,"135,6937307","-3,340687532"
3840,38:47.0,Negative Cloud to Ground,"135,6976805","-3,357744367"
3841,38:47.0,Intra/Inter Cloud,"135,6476224","-3,41050143"
3842,38:47.0,Intra/Inter Cloud,"135,8748445","-3,314735517"
3843,38:47.0,Positive Cloud to Ground,"135,7750245","-3,353887728"
3844,38:52.0,Intra/Inter Cloud,"135,8889763","-3,628332687"
3845,38:53.0,Intra/Inter Cloud,"135,8538385","-3,322252882"
3846,38:55.0,Intra/Inter Cloud,"135,6778685","-3,370359904"
3847,39:01.0,Intra/Inter Cloud,"135,7347601","-3,366538105"
3848,39:02.0,Intra/Inter Cloud,"135,7961411","-3,407491119"
3849,39:02.0,Intra/Inter Cloud,"135,9437954","-3,337538123"
3850,39:02.0,Negative Cloud to Ground,"135,9289073","-3,341789639"
3851,39:02.0,Negative Cloud to Ground,"135,7796248","-3,378596411"
3852,39:02.0,Negative Cloud to Ground,"135,7163767","-3,337521185"
3853,39:02.0,Negative Cloud to Ground,"135,7046994","-3,359585363"
3854,39:02.0,Intra/Inter Cloud,"135,7837689","-3,382361998"
3855,39:02.0,Intra/Inter Cloud,"135,7938681","-3,353000313"
3856,39:05.0,Negative Cloud to Ground,"135,3840874","-3,095998258"
3857,39:05.0,Negative Cloud to Ground,"135,5019521","-3,083996852"
3858,39:05.0,Negative Cloud to Ground,"135,9674266","-3,574783852"
3859,39:10.0,Intra/Inter Cloud,"135,7720897","-3,369729455"
3860,39:10.0,Intra/Inter Cloud,"135,6984511","-3,375389291"
3861,39:10.0,Positive Cloud to Ground,"135,9098794","-3,36534514"
3862,39:10.0,Positive Cloud to Ground,"135,7662666","-3,352231937"
3863,39:10.0,Intra/Inter Cloud,"135,7049563","-3,406081941"
3864,39:10.0,Positive Cloud to Ground,"135,7096876","-3,337291368"
3865,39:10.0,Negative Cloud to Ground,"135,716216","-3,377220438"
3866,39:10.0,Positive Cloud to Ground,"135,7991916","-3,343883541"
3867,39:12.0,Positive Cloud to Ground,"135,9707456","-3,415753188"
3868,39:14.0,Intra/Inter Cloud,"135,6924798","-3,339481147"
3869,39:16.0,Intra/Inter Cloud,"135,3545992","-2,874965231"
3870,39:16.0,Intra/Inter Cloud,"135,3263419","-2,97278423"
3871,39:16.0,Intra/Inter Cloud,"135,9641313","-2,997608639"
3872,39:16.0,Intra/Inter Cloud,"135,5022205","-2,868603356"
3873,39:16.0,Negative Cloud to Ground,"135,4147821","-2,866755792"
3874,39:18.0,Intra/Inter Cloud,"136,020972","-3,346444296"
3875,39:18.0,Negative Cloud to Ground,"135,9190974","-3,333088398"
3876,39:24.0,Positive Cloud to Ground,"135,9164638","-3,374358981"
3877,39:24.0,Positive Cloud to Ground,"135,7281472","-3,376380959"
3878,39:24.0,Negative Cloud to Ground,"135,8080746","-3,369933733"
3879,39:24.0,Intra/Inter Cloud,"135,6519321","-3,37340955"
3880,39:25.0,Intra/Inter Cloud,"135,6644057","-3,392803068"
3881,39:25.0,Intra/Inter Cloud,"135,7503405","-3,404613924"
3882,39:25.0,Intra/Inter Cloud,"135,7485978","-3,383687336"
3883,39:25.0,Positive Cloud to Ground,"135,6157984","-3,358058113"
3884,39:27.0,Intra/Inter Cloud,"135,8142189","-3,518428628"
3885,39:31.0,Intra/Inter Cloud,"135,7362009","-3,367395033"
3886,39:31.0,Positive Cloud to Ground,"135,7053032","-3,342228283"
3887,39:31.0,Positive Cloud to Ground,"135,7272159","-3,35056962"
3888,39:31.0,Intra/Inter Cloud,"135,6478187","-3,394589058"
3889,39:31.0,Intra/Inter Cloud,"135,9261792","-3,500268499"
3890,39:37.0,Positive Cloud to Ground,"135,6891502","-3,321069358"
3891,39:37.0,Intra/Inter Cloud,"135,6620302","-3,390348927"
3892,39:37.0,Intra/Inter Cloud,"135,7879524","-3,335595033"
3893,39:43.0,Positive Cloud to Ground,"135,5537128","-2,961123069"
3894,39:43.0,Intra/Inter Cloud,"135,2936179","-2,898193385"
3895,39:43.0,Intra/Inter Cloud,"135,3708127","-2,965442711"
3896,39:44.0,Intra/Inter Cloud,"135,4242994","-3,188150233"
3897,39:44.0,Negative Cloud to Ground,"135,3517907","-2,890753439"
3898,39:45.0,Intra/Inter Cloud,"135,6773378","-3,391116766"
3899,39:45.0,Intra/Inter Cloud,"135,7094553","-3,352254582"
3900,39:46.0,Intra/Inter Cloud,"135,7092054","-3,390689303"
3901,39:46.0,Intra/Inter Cloud,"135,7411223","-3,396433639"
3902,39:46.0,Positive Cloud to Ground,"135,8994984","-3,397159901"
3903,39:46.0,Positive Cloud to Ground,"135,7538541","-3,352031898"
3904,39:46.0,Intra/Inter Cloud,"135,7534863","-3,372704375"
3905,39:54.0,Negative Cloud to Ground,"135,7640132","-3,322094219"
3906,39:54.0,Positive Cloud to Ground,"135,6558159","-3,373435905"
3907,39:55.0,Positive Cloud to Ground,"135,4763444","-3,142573926"
3908,39:55.0,Negative Cloud to Ground,"135,5020813","-3,136638585"
3909,39:56.0,Negative Cloud to Ground,"135,7472904","-3,370504893"
3910,39:56.0,Negative Cloud to Ground,"135,7430769","-3,359905523"
3911,39:56.0,Positive Cloud to Ground,"135,859182","-3,463476622"
3912,39:56.0,Positive Cloud to Ground,"135,8586319","-3,465382164"
3913,39:59.0,Intra/Inter Cloud,"136,0744721","-3,750603577"
3914,40:00.0,Negative Cloud to Ground,"135,9465194","-3,673472914"
3915,40:00.0,Positive Cloud to Ground,"135,385373","-2,960425889"
3916,40:06.0,Intra/Inter Cloud,"135,419273","-2,937598625"
3917,40:06.0,Negative Cloud to Ground,"135,4671008","-2,945262982"
3918,40:06.0,Negative Cloud to Ground,"135,4639525","-2,942956325"
3919,40:06.0,Negative Cloud to Ground,"135,4927632","-2,951509726"
3920,40:06.0,Negative Cloud to Ground,"135,3491628","-2,971930988"
3921,40:07.0,Negative Cloud to Ground,"135,5255582","-2,970392445"
3922,40:07.0,Negative Cloud to Ground,"135,4983303","-2,967302593"
3923,40:07.0,Negative Cloud to Ground,"135,465293","-2,967065601"
3924,40:08.0,Positive Cloud to Ground,"135,6906176","-3,372969473"
3925,40:08.0,Positive Cloud to Ground,"135,7606986","-3,343520901"
3926,40:08.0,Positive Cloud to Ground,"135,7179294","-3,372385647"
3927,40:08.0,Intra/Inter Cloud,"135,8462711","-3,479361115"
3928,40:08.0,Intra/Inter Cloud,"135,6940411","-3,35412497"
3929,40:08.0,Intra/Inter Cloud,"135,7559993","-3,345033762"
3930,40:08.0,Intra/Inter Cloud,"135,6841233","-3,354152284"
3931,40:08.0,Intra/Inter Cloud,"135,7443696","-3,378794601"
3932,40:08.0,Intra/Inter Cloud,"135,7491151","-3,369496788"
3933,40:08.0,Intra/Inter Cloud,"135,8199882","-3,365212725"
3934,40:09.0,Intra/Inter Cloud,"135,4490171","-3,190823154"
3935,40:09.0,Intra/Inter Cloud,"135,3380357","-2,92658855"
3936,40:09.0,Intra/Inter Cloud,"135,407706","-2,906834368"
3937,40:11.0,Intra/Inter Cloud,"135,9593402","-3,290306161"
3938,40:11.0,Intra/Inter Cloud,"136,0301496","-3,313187075"
3939,40:11.0,Intra/Inter Cloud,"135,6731318","-3,358090717"
3940,40:12.0,Intra/Inter Cloud,"135,9327905","-3,351148142"
3941,40:12.0,Intra/Inter Cloud,"135,9316409","-3,374448469"
3942,40:12.0,Negative Cloud to Ground,"136,0012207","-3,358751325"
3943,40:12.0,Intra/Inter Cloud,"135,9242158","-3,284660269"
3944,40:12.0,Intra/Inter Cloud,"135,7440728","-3,347811002"
3945,40:21.0,Positive Cloud to Ground,"135,3212945","-2,931043868"
3946,40:21.0,Negative Cloud to Ground,"135,6454857","-3,388370272"
3947,40:21.0,Intra/Inter Cloud,"135,7923605","-3,382467986"
3948,40:21.0,Intra/Inter Cloud,"135,7960736","-3,342748299"
3949,40:21.0,Negative Cloud to Ground,"135,6116568","-3,359688453"
3950,40:23.0,Intra/Inter Cloud,"134,5507316","-3,038282153"
3951,40:24.0,Intra/Inter Cloud,"136,0975366","-3,752327104"
3952,40:24.0,Negative Cloud to Ground,"135,8428554","-3,601864489"
3953,40:24.0,Intra/Inter Cloud,"135,8841001","-3,596330084"
3954,40:26.0,Intra/Inter Cloud,"135,4888386","-3,224755864"
3955,40:32.0,Intra/Inter Cloud,"135,6395362","-3,362261001"
3956,40:32.0,Intra/Inter Cloud,"135,7151361","-3,317154737"
3957,40:32.0,Intra/Inter Cloud,"135,6478745","-3,353402407"
3958,40:32.0,Intra/Inter Cloud,"135,6230118","-3,366720266"
3959,40:32.0,Intra/Inter Cloud,"135,6500383","-3,399427687"
3960,40:34.0,Positive Cloud to Ground,"135,8176202","-3,385385264"
3961,40:34.0,Negative Cloud to Ground,"135,7149547","-3,366481775"
3962,40:35.0,Intra/Inter Cloud,"135,6501286","-3,375422837"
3963,40:35.0,Positive Cloud to Ground,"136,0259373","-3,56668083"
3964,40:35.0,Intra/Inter Cloud,"136,0965022","-3,561630262"
3965,40:40.0,Intra/Inter Cloud,"135,4382025","-3,153513431"
3966,40:41.0,Intra/Inter Cloud,"135,4737075","-3,195600438"
3967,40:41.0,Negative Cloud to Ground,"135,4280408","-3,211138373"
3968,40:41.0,Negative Cloud to Ground,"135,427383","-3,201788783"
3969,40:45.0,Intra/Inter Cloud,"135,4262047","-2,916952469"
3970,40:49.0,Intra/Inter Cloud,"135,6119464","-3,389183915"
3971,40:49.0,Negative Cloud to Ground,"135,9797646","-3,350169705"
3972,40:49.0,Intra/Inter Cloud,"135,8161141","-3,353228006"
3973,40:49.0,Intra/Inter Cloud,"135,7111352","-3,35789472"
3974,40:49.0,Intra/Inter Cloud,"135,6883644","-3,362420278"
3975,40:51.0,Positive Cloud to Ground,"135,374257","-2,998338042"
3976,40:53.0,Intra/Inter Cloud,"135,8103357","-3,364215385"
3977,40:53.0,Intra/Inter Cloud,"136,0204577","-3,291920957"
3978,40:53.0,Intra/Inter Cloud,"135,9338909","-3,356153277"
3979,40:53.0,Intra/Inter Cloud,"135,7598934","-3,30022046"
3980,40:53.0,Intra/Inter Cloud,"135,9117139","-3,320678061"
3981,40:53.0,Intra/Inter Cloud,"135,4989271","-3,174476085"
3982,40:53.0,Negative Cloud to Ground,"135,7628664","-3,390808665"
3983,40:53.0,Negative Cloud to Ground,"135,7615006","-3,399223339"
3984,40:53.0,Negative Cloud to Ground,"135,7616382","-3,344588895"
3985,40:54.0,Negative Cloud to Ground,"135,448897","-3,178691092"
3986,40:54.0,Negative Cloud to Ground,"135,7657504","-3,401557983"
3987,40:54.0,Negative Cloud to Ground,"135,9031294","-3,617354867"
3988,40:54.0,Negative Cloud to Ground,"135,462601","-3,171015456"
3989,40:54.0,Negative Cloud to Ground,"135,7621181","-3,408413924"
3990,40:54.0,Negative Cloud to Ground,"135,3998534","-3,187557512"
3991,40:54.0,Negative Cloud to Ground,"135,7621805","-3,363768921"
3992,40:54.0,Negative Cloud to Ground,"135,4706184","-3,165743267"
3993,40:55.0,Intra/Inter Cloud,"135,9203105","-3,539272271"
3994,40:55.0,Intra/Inter Cloud,"135,8154098","-3,467231038"
3995,40:56.0,Negative Cloud to Ground,"135,9179446","-3,496101586"
3996,40:56.0,Intra/Inter Cloud,"135,9398637","-3,530641096"
3997,41:03.0,Intra/Inter Cloud,"136,0071028","-3,405721936"
3998,41:03.0,Intra/Inter Cloud,"135,8551111","-3,366967895"
3999,41:03.0,Negative Cloud to Ground,"135,8123611","-3,397328851"
4000,41:03.0,Intra/Inter Cloud,"135,7273504","-3,388579603"
4001,41:04.0,Intra/Inter Cloud,"135,719188","-3,398877575"
4002,41:04.0,Intra/Inter Cloud,"135,7091573","-3,387062267"
4003,41:04.0,Intra/Inter Cloud,"135,6403486","-3,355519015"
4004,41:04.0,Intra/Inter Cloud,"135,8637833","-3,345601083"
4005,41:04.0,Positive Cloud to Ground,"135,925773","-3,307453479"
4006,41:04.0,Intra/Inter Cloud,"135,6426846","-3,338271835"
4007,41:04.0,Intra/Inter Cloud,"135,929285","-3,291120251"
4008,41:04.0,Intra/Inter Cloud,"135,8425166","-3,469152238"
4009,41:05.0,Negative Cloud to Ground,"135,8334277","-3,462221306"
4010,41:09.0,Negative Cloud to Ground,"136,0184571","-3,721994248"
4011,41:09.0,Negative Cloud to Ground,"135,9350871","-3,650647997"
4012,41:09.0,Negative Cloud to Ground,"135,8992942","-3,631022343"
4013,41:13.0,Positive Cloud to Ground,"135,4656238","-3,157926811"
4014,41:14.0,Negative Cloud to Ground,"135,4352099","-3,154878886"
4015,41:14.0,Negative Cloud to Ground,"135,4854478","-3,152000349"
4016,41:14.0,Negative Cloud to Ground,"135,4719661","-3,153577948"
4017,41:14.0,Negative Cloud to Ground,"135,4395574","-3,158852371"
4018,41:17.0,Negative Cloud to Ground,"135,4811709","-3,178443186"
4019,41:17.0,Negative Cloud to Ground,"135,9085187","-3,562319138"
4020,41:19.0,Negative Cloud to Ground,"135,6873089","-3,353246063"
4021,41:23.0,Intra/Inter Cloud,"134,4980859","-2,927138402"
4022,41:28.0,Positive Cloud to Ground,"136,0570196","-3,362748734"
4023,41:29.0,Negative Cloud to Ground,"135,4832503","-3,195382557"
4024,41:29.0,Negative Cloud to Ground,"135,4191023","-3,207724407"
4025,41:29.0,Negative Cloud to Ground,"135,4652965","-3,199429402"
4026,41:30.0,Negative Cloud to Ground,"135,4879501","-3,195746749"
4027,41:30.0,Negative Cloud to Ground,"135,4654588","-3,198362592"
4028,41:30.0,Negative Cloud to Ground,"135,4231256","-3,207247948"
4029,41:30.0,Negative Cloud to Ground,"135,465413","-3,199475583"
4030,41:30.0,Negative Cloud to Ground,"135,4325474","-3,208944044"
4031,41:30.0,Negative Cloud to Ground,"135,4266896","-3,209758567"
4032,41:31.0,Negative Cloud to Ground,"135,7206836","-3,330462778"
4033,41:31.0,Negative Cloud to Ground,"135,7211956","-3,376097147"
4034,41:31.0,Negative Cloud to Ground,"135,7252151","-3,341774753"
4035,41:31.0,Negative Cloud to Ground,"135,9089698","-3,493824417"
4036,41:31.0,Negative Cloud to Ground,"135,7284403","-3,322553798"
4037,41:31.0,Negative Cloud to Ground,"135,7286845","-3,380859576"
4038,41:31.0,Negative Cloud to Ground,"135,7200287","-3,309715315"
4039,41:31.0,Negative Cloud to Ground,"135,7269944","-3,320190107"
4040,41:31.0,Negative Cloud to Ground,"135,7244402","-3,41862537"
4041,41:31.0,Negative Cloud to Ground,"135,7953176","-3,371579523"
4042,41:35.0,Intra/Inter Cloud,"135,8502976","-3,388057076"
4043,41:35.0,Positive Cloud to Ground,"135,817843","-3,351042605"
4044,41:35.0,Intra/Inter Cloud,"135,6995657","-3,356178474"
4045,41:35.0,Intra/Inter Cloud,"135,6312685","-3,357485449"
4046,41:35.0,Intra/Inter Cloud,"135,8097632","-3,289996609"
4047,41:35.0,Intra/Inter Cloud,"135,7242663","-3,405215609"
4048,41:36.0,Intra/Inter Cloud,"135,9851659","-3,509162934"
4049,41:36.0,Intra/Inter Cloud,"135,8402016","-3,433502966"
4050,41:36.0,Intra/Inter Cloud,"135,9552263","-3,539782507"
4051,41:36.0,Intra/Inter Cloud,"135,8547429","-3,467462027"
4052,41:36.0,Negative Cloud to Ground,"135,9888259","-3,463718918"
4053,41:42.0,Intra/Inter Cloud,"135,7793897","-3,340612828"
4054,41:42.0,Intra/Inter Cloud,"135,8993092","-3,384885691"
4055,41:42.0,Intra/Inter Cloud,"135,9045134","-3,392143102"
4056,41:49.0,Positive Cloud to Ground,"135,7118813","-3,392304489"
4057,41:49.0,Positive Cloud to Ground,"135,6906883","-3,36611139"
4058,41:49.0,Positive Cloud to Ground,"135,7436665","-3,329971538"
4059,41:49.0,Intra/Inter Cloud,"135,8740099","-3,376715146"
4060,41:49.0,Positive Cloud to Ground,"135,756544","-3,389399307"
4061,41:49.0,Intra/Inter Cloud,"135,9447109","-3,36275603"
4062,41:49.0,Intra/Inter Cloud,"135,8386096","-3,33178111"
4063,41:50.0,Intra/Inter Cloud,"135,4412004","-2,896461685"
4064,41:50.0,Negative Cloud to Ground,"135,4243535","-2,893845839"
4065,41:53.0,Intra/Inter Cloud,"135,7518773","-3,322153035"
4066,41:53.0,Intra/Inter Cloud,"135,6939379","-3,412646323"
4067,41:53.0,Intra/Inter Cloud,"135,7284496","-3,370204952"
4068,41:53.0,Intra/Inter Cloud,"135,7154025","-3,354374577"
4069,41:53.0,Negative Cloud to Ground,"135,8192896","-3,307174716"
4070,41:53.0,Intra/Inter Cloud,"135,7296744","-3,354638183"
4071,41:53.0,Positive Cloud to Ground,"135,7713425","-3,41228853"
4072,41:54.0,Intra/Inter Cloud,"135,363099","-2,993476436"
4073,41:54.0,Intra/Inter Cloud,"135,4798112","-3,081991611"
4074,41:54.0,Negative Cloud to Ground,"135,3600006","-3,104107699"
4075,41:54.0,Negative Cloud to Ground,"135,4133245","-3,08953879"
4076,41:54.0,Negative Cloud to Ground,"135,3642824","-3,102631857"
4077,42:00.0,Intra/Inter Cloud,"135,6821726","-3,393019783"
4078,42:02.0,Intra/Inter Cloud,"135,9370684","-3,572752374"
4079,42:04.0,Positive Cloud to Ground,"135,4746242","-2,954463615"
4080,42:04.0,Negative Cloud to Ground,"135,4681806","-2,954289031"
4081,42:04.0,Negative Cloud to Ground,"135,2853256","-3,230430356"
4082,42:04.0,Negative Cloud to Ground,"135,4689761","-2,965088899"
4083,42:04.0,Negative Cloud to Ground,"135,3184038","-2,992695839"
4084,42:04.0,Negative Cloud to Ground,"135,3918106","-2,975745909"
4085,42:07.0,Positive Cloud to Ground,"135,3486683","-2,946818558"
4086,42:08.0,Intra/Inter Cloud,"135,4570859","-3,2093401"
4087,42:08.0,Negative Cloud to Ground,"134,8238804","-3,037569779"
4088,42:09.0,Intra/Inter Cloud,"135,4784516","-3,182023897"
4089,42:12.0,Intra/Inter Cloud,"135,7236442","-3,371640022"
4090,42:12.0,Negative Cloud to Ground,"135,9724359","-3,270626367"
4091,42:12.0,Positive Cloud to Ground,"135,9356994","-3,299867593"
4092,42:12.0,Negative Cloud to Ground,"135,6888903","-3,390092219"
4093,42:12.0,Positive Cloud to Ground,"135,7871098","-3,385423535"
4094,42:12.0,Intra/Inter Cloud,"135,8947556","-3,343420945"
4095,42:12.0,Intra/Inter Cloud,"135,6948603","-3,349629698"
4096,42:12.0,Intra/Inter Cloud,"135,795424","-3,367785739"
4097,42:12.0,Intra/Inter Cloud,"135,7144992","-3,357763686"
4098,42:19.0,Intra/Inter Cloud,"135,724159","-3,395542268"
4099,42:19.0,Intra/Inter Cloud,"135,731259","-3,345598252"
4100,42:19.0,Intra/Inter Cloud,"135,9151697","-3,410097354"
4101,42:19.0,Intra/Inter Cloud,"135,8224229","-3,398164347"
4102,42:19.0,Intra/Inter Cloud,"136,0084245","-3,5099323"
4103,42:19.0,Intra/Inter Cloud,"135,873299","-3,354601778"
4104,42:25.0,Intra/Inter Cloud,"135,9071528","-3,586485646"
4105,42:28.0,Intra/Inter Cloud,"135,8711373","-3,534168532"
4106,42:28.0,Positive Cloud to Ground,"135,9778239","-3,550742339"
4107,42:28.0,Positive Cloud to Ground,"135,9820098","-3,531395108"
4108,42:30.0,Intra/Inter Cloud,"134,700212","-2,979940831"
4109,42:32.0,Intra/Inter Cloud,"135,9437282","-3,304907477"
4110,42:32.0,Negative Cloud to Ground,"135,9735124","-3,351018215"
4111,42:32.0,Negative Cloud to Ground,"135,7013748","-3,35416627"
4112,42:32.0,Intra/Inter Cloud,"135,8301241","-3,379924053"
4113,42:37.0,Intra/Inter Cloud,"135,4681539","-3,231348875"
4114,42:37.0,Negative Cloud to Ground,"135,4637644","-3,227560718"
4115,42:39.0,Positive Cloud to Ground,"135,468185","-2,973324223"
4116,42:39.0,Negative Cloud to Ground,"135,4887184","-2,980715431"
4117,42:39.0,Negative Cloud to Ground,"135,4836238","-2,984369561"
4118,42:40.0,Negative Cloud to Ground,"135,4322784","-2,998174229"
4119,42:40.0,Negative Cloud to Ground,"135,4916279","-2,992989862"
4120,42:40.0,Negative Cloud to Ground,"135,440274","-2,990082163"
4121,42:40.0,Negative Cloud to Ground,"135,963169","-3,235947003"
4122,42:40.0,Negative Cloud to Ground,"135,980943","-3,362734489"
4123,42:40.0,Negative Cloud to Ground,"135,9702624","-3,295382034"
4124,42:40.0,Negative Cloud to Ground,"135,9710502","-3,303916104"
4125,42:40.0,Negative Cloud to Ground,"135,9638833","-3,281315493"
4126,42:40.0,Negative Cloud to Ground,"135,9708782","-3,434357689"
4127,42:40.0,Negative Cloud to Ground,"135,9599855","-3,264148412"
4128,42:40.0,Negative Cloud to Ground,"135,9670399","-3,361487182"
4129,42:40.0,Negative Cloud to Ground,"135,9619704","-3,371624967"
4130,42:40.0,Negative Cloud to Ground,"135,9533508","-3,288893378"
4131,42:40.0,Negative Cloud to Ground,"135,9563571","-3,426851197"
4132,42:40.0,Negative Cloud to Ground,"135,9950946","-3,334710772"
4133,42:40.0,Intra/Inter Cloud,"135,7661727","-3,387637558"
4134,42:40.0,Negative Cloud to Ground,"135,9460029","-3,323481711"
4135,42:40.0,Intra/Inter Cloud,"135,7588597","-3,331451908"
4136,42:40.0,Negative Cloud to Ground,"135,8761773","-3,373630152"
4137,42:55.0,Intra/Inter Cloud,"135,8537546","-3,330621905"
4138,42:55.0,Intra/Inter Cloud,"135,9805815","-3,354339454"
4139,42:55.0,Positive Cloud to Ground,"135,7234922","-3,361534326"
4140,42:55.0,Intra/Inter Cloud,"135,7300935","-3,373685552"
4141,42:55.0,Positive Cloud to Ground,"135,8092921","-3,326506735"
4142,42:55.0,Intra/Inter Cloud,"135,7145294","-3,329416541"
4143,42:56.0,Intra/Inter Cloud,"135,7710295","-3,370336967"
4144,43:01.0,Negative Cloud to Ground,"135,9706199","-3,310032469"
4145,43:01.0,Positive Cloud to Ground,"135,774782","-3,378624329"
4146,43:01.0,Positive Cloud to Ground,"135,6981357","-3,320220723"
4147,43:01.0,Intra/Inter Cloud,"135,8230785","-3,479848491"
4148,43:01.0,Intra/Inter Cloud,"135,9899795","-3,2427125"
4149,43:01.0,Intra/Inter Cloud,"135,9719862","-3,48262535"
4150,43:06.0,Negative Cloud to Ground,"135,4572712","-2,922657539"
4151,43:06.0,Negative Cloud to Ground,"135,4326872","-2,919795969"
4152,43:06.0,Negative Cloud to Ground,"135,5026892","-2,91006173"
4153,43:08.0,Intra/Inter Cloud,"135,9538563","-3,266994045"
4154,43:08.0,Intra/Inter Cloud,"135,9476557","-3,424379197"
4155,43:08.0,Positive Cloud to Ground,"136,032661","-3,386708476"
4156,43:08.0,Intra/Inter Cloud,"136,1316072","-3,587397568"
4157,43:09.0,Intra/Inter Cloud,"136,2067822","-3,529971141"
4158,43:09.0,Intra/Inter Cloud,"135,8613184","-3,412590348"
4159,43:09.0,Intra/Inter Cloud,"135,7154925","-3,399835244"
4160,43:09.0,Positive Cloud to Ground,"134,777973","-3,002592468"
4161,43:12.0,Positive Cloud to Ground,"135,9541649","-3,277037552"
4162,43:12.0,Intra/Inter Cloud,"135,7363132","-3,388640674"
4163,43:16.0,Positive Cloud to Ground,"135,7697521","-3,361096773"
4164,43:16.0,Intra/Inter Cloud,"135,7985353","-3,421348791"
4165,43:16.0,Intra/Inter Cloud,"135,9374365","-3,489772245"
4166,43:18.0,Intra/Inter Cloud,"135,428643","-3,084326477"
4167,43:18.0,Negative Cloud to Ground,"135,4017811","-2,970550653"
4168,43:29.0,Negative Cloud to Ground,"135,7044961","-3,356679241"
4169,43:29.0,Intra/Inter Cloud,"135,8418785","-3,370064966"
4170,43:29.0,Intra/Inter Cloud,"135,6743213","-3,373876401"
4171,43:30.0,Intra/Inter Cloud,"135,7019058","-3,365018208"
4172,43:30.0,Negative Cloud to Ground,"135,7609628","-3,345104194"
4173,43:36.0,Intra/Inter Cloud,"135,4430332","-3,031697881"
4174,43:36.0,Negative Cloud to Ground,"135,4308116","-3,026600889"
4175,43:36.0,Negative Cloud to Ground,"135,5110246","-3,02761025"
4176,43:36.0,Negative Cloud to Ground,"135,4233653","-3,029402884"
4177,43:38.0,Intra/Inter Cloud,"135,5087483","-2,994093185"
4178,43:38.0,Negative Cloud to Ground,"135,9646682","-3,327671697"
4179,43:38.0,Negative Cloud to Ground,"135,5438634","-2,992524737"
4180,43:38.0,Negative Cloud to Ground,"135,9636998","-3,370010986"
4181,43:38.0,Negative Cloud to Ground,"135,9439577","-3,269043038"
4182,43:38.0,Negative Cloud to Ground,"135,9475717","-3,305709215"
4183,43:38.0,Negative Cloud to Ground,"135,9493605","-3,446752711"
4184,43:38.0,Negative Cloud to Ground,"135,9497056","-3,336364672"
4185,43:38.0,Negative Cloud to Ground,"135,4653403","-2,988306022"
4186,43:38.0,Negative Cloud to Ground,"135,9401853","-3,429688282"
4187,43:38.0,Negative Cloud to Ground,"136,1476887","-3,646138277"
4188,43:46.0,Positive Cloud to Ground,"135,9228851","-3,512142813"
4189,43:46.0,Positive Cloud to Ground,"135,8826322","-3,482094181"
4190,43:46.0,Positive Cloud to Ground,"135,969664","-3,544425951"
4191,43:47.0,Positive Cloud to Ground,"135,4063641","-3,09776345"
4192,43:47.0,Intra/Inter Cloud,"135,7165786","-3,387737064"
4193,43:47.0,Negative Cloud to Ground,"135,4828684","-3,186158827"
4194,43:47.0,Negative Cloud to Ground,"135,7479722","-3,312663937"
4195,43:47.0,Negative Cloud to Ground,"135,7571811","-3,397984516"
4196,43:47.0,Negative Cloud to Ground,"135,7549397","-3,366255093"
