,Tanggal (UTC),Jenis,Bujur,Lintang
4197,43:47.0,Negative Cloud to Ground,"135,4410632","-3,180282792"
4198,43:47.0,Negative Cloud to Ground,"135,9773073","-3,477004336"
4199,43:56.0,Intra/Inter Cloud,"135,476656","-3,332006988"
4200,43:57.0,Negative Cloud to Ground,"135,5825568","-3,364791055"
4201,43:57.0,Intra/Inter Cloud,"135,6939625","-3,335386151"
4202,43:57.0,Intra/Inter Cloud,"135,7932225","-3,404619102"
4203,44:12.0,Positive Cloud to Ground,"135,7150469","-3,404344446"
4204,44:13.0,Positive Cloud to Ground,"136,0006778","-3,652671341"
4205,44:13.0,Intra/Inter Cloud,"135,8124189","-3,385938076"
4206,44:13.0,Intra/Inter Cloud,"135,7644403","-3,374855338"
4207,44:13.0,Positive Cloud to Ground,"135,6456993","-3,382408543"
4208,44:13.0,Positive Cloud to Ground,"135,8684609","-3,18900316"
4209,44:13.0,Intra/Inter Cloud,"135,8922226","-3,234217638"
4210,44:13.0,Intra/Inter Cloud,"135,6072452","-3,351333358"
4211,44:21.0,Positive Cloud to Ground,"135,549926","-2,923778417"
4212,44:22.0,Intra/Inter Cloud,"135,3503477","-2,930772819"
4213,44:22.0,Intra/Inter Cloud,"135,3878018","-2,913547453"
4214,44:22.0,Negative Cloud to Ground,"134,5211703","-2,908619548"
4215,44:24.0,Intra/Inter Cloud,"135,7908528","-3,401466119"
4216,44:24.0,Intra/Inter Cloud,"135,7880049","-3,396236465"
4217,44:24.0,Intra/Inter Cloud,"135,7441208","-3,38977854"
4218,44:24.0,Intra/Inter Cloud,"135,6390962","-3,382159652"
4219,44:26.0,Negative Cloud to Ground,"135,8563863","-3,304641836"
4220,44:26.0,Intra/Inter Cloud,"135,6945729","-3,331902168"
4221,44:26.0,Intra/Inter Cloud,"135,7862025","-3,315156761"
4222,44:26.0,Intra/Inter Cloud,"135,6645202","-3,343216011"
4223,44:26.0,Intra/Inter Cloud,"135,6848484","-3,375202038"
4224,44:26.0,Intra/Inter Cloud,"135,7500359","-3,402204979"
4225,44:26.0,Intra/Inter Cloud,"135,7451459","-3,393797024"
4226,44:26.0,Positive Cloud to Ground,"135,7535131","-3,391087078"
4227,44:29.0,Positive Cloud to Ground,"135,4302449","-2,949655884"
4228,44:29.0,Negative Cloud to Ground,"135,4544955","-2,946742631"
4229,44:29.0,Negative Cloud to Ground,"135,4467331","-2,956179416"
4230,44:29.0,Negative Cloud to Ground,"135,4226222","-2,958618789"
4231,44:29.0,Negative Cloud to Ground,"135,4437659","-2,954253182"
4232,44:30.0,Negative Cloud to Ground,"135,4111998","-2,957969013"
4233,44:31.0,Intra/Inter Cloud,"136,1717941","-3,806407123"
4234,44:31.0,Negative Cloud to Ground,"135,9715279","-3,667831342"
4235,44:36.0,Intra/Inter Cloud,"135,7030808","-3,338233734"
4236,44:36.0,Positive Cloud to Ground,"135,7146152","-3,341133887"
4237,44:36.0,Intra/Inter Cloud,"135,8660145","-3,212018258"
4238,44:36.0,Negative Cloud to Ground,"135,7852331","-3,339389535"
4239,44:36.0,Intra/Inter Cloud,"135,9576024","-3,322335518"
4240,44:36.0,Intra/Inter Cloud,"136,0039836","-3,3258011"
4241,44:36.0,Negative Cloud to Ground,"135,8812533","-3,332241452"
4242,44:37.0,Intra/Inter Cloud,"135,9734751","-3,550796727"
4243,44:37.0,Positive Cloud to Ground,"136,0002378","-3,591482443"
4244,44:38.0,Intra/Inter Cloud,"135,947829","-3,522341598"
4245,44:42.0,Intra/Inter Cloud,"135,4740482","-3,162842206"
4246,44:47.0,Intra/Inter Cloud,"135,9201468","-3,247856526"
4247,44:50.0,Intra/Inter Cloud,"135,8978833","-3,459242448"
4248,44:50.0,Intra/Inter Cloud,"135,7523944","-3,403157342"
4249,44:50.0,Intra/Inter Cloud,"135,8583018","-3,269918996"
4250,44:50.0,Intra/Inter Cloud,"135,6255196","-3,386256463"
4251,44:50.0,Intra/Inter Cloud,"135,842831","-3,398677197"
4252,44:50.0,Intra/Inter Cloud,"135,8881454","-3,37214647"
4253,44:51.0,Intra/Inter Cloud,"135,7148237","-3,322632746"
4254,44:51.0,Intra/Inter Cloud,"135,4515201","-3,295559156"
4255,44:51.0,Negative Cloud to Ground,"135,4535065","-3,21317901"
4256,44:51.0,Negative Cloud to Ground,"135,4423865","-3,209125895"
4257,44:51.0,Negative Cloud to Ground,"135,4113665","-3,232386036"
4258,44:51.0,Negative Cloud to Ground,"135,4312355","-3,224175065"
4259,44:51.0,Negative Cloud to Ground,"135,4483873","-3,220369592"
4260,44:51.0,Negative Cloud to Ground,"135,4201459","-3,233641107"
4261,44:51.0,Negative Cloud to Ground,"135,4536994","-3,223840131"
4262,44:55.0,Intra/Inter Cloud,"135,9072061","-3,417060066"
4263,44:55.0,Intra/Inter Cloud,"136,0150793","-3,26698466"
4264,44:55.0,Intra/Inter Cloud,"135,824473","-3,294637242"
4265,44:55.0,Negative Cloud to Ground,"135,9485092","-3,341617982"
4266,44:55.0,Negative Cloud to Ground,"135,9155924","-3,365583704"
4267,44:55.0,Negative Cloud to Ground,"135,7555722","-3,34141011"
4268,44:55.0,Negative Cloud to Ground,"135,7122637","-3,346533169"
4269,44:58.0,Intra/Inter Cloud,"135,9664081","-3,514807155"
4270,44:58.0,Intra/Inter Cloud,"135,7677111","-3,332465609"
4271,44:59.0,Intra/Inter Cloud,"135,7335438","-3,329611571"
4272,45:01.0,Intra/Inter Cloud,"135,5028558","-2,922874392"
4273,45:02.0,Negative Cloud to Ground,"135,4451676","-2,917608985"
4274,45:02.0,Negative Cloud to Ground,"136,1300134","-3,59642183"
4275,45:02.0,Negative Cloud to Ground,"136,1363451","-3,595172027"
4276,45:02.0,Negative Cloud to Ground,"136,1210057","-3,60377736"
4277,45:02.0,Negative Cloud to Ground,"135,9040598","-3,507284088"
4278,45:02.0,Negative Cloud to Ground,"136,1160367","-3,586998933"
4279,45:02.0,Negative Cloud to Ground,"136,1077951","-3,623058428"
4280,45:05.0,Positive Cloud to Ground,"135,8111219","-3,336239299"
4281,45:05.0,Intra/Inter Cloud,"135,7011907","-3,337853197"
4282,45:05.0,Positive Cloud to Ground,"135,7127286","-3,356036934"
4283,45:05.0,Intra/Inter Cloud,"135,752212","-3,392492383"
4284,45:05.0,Intra/Inter Cloud,"135,9466903","-3,37399083"
4285,45:05.0,Intra/Inter Cloud,"135,9420943","-3,395877518"
4286,45:05.0,Negative Cloud to Ground,"135,7583045","-3,385046747"
4287,45:16.0,Intra/Inter Cloud,"135,684634","-3,310405907"
4288,45:16.0,Intra/Inter Cloud,"135,7081383","-3,320546872"
4289,45:16.0,Positive Cloud to Ground,"135,6873776","-3,296205799"
4290,45:17.0,Negative Cloud to Ground,"135,7629623","-3,314051977"
4291,45:17.0,Intra/Inter Cloud,"135,8228543","-3,301675069"
4292,45:18.0,Positive Cloud to Ground,"135,8100725","-3,379906518"
4293,45:19.0,Positive Cloud to Ground,"135,4979652","-3,141717557"
4294,45:19.0,Negative Cloud to Ground,"135,4661512","-3,149856687"
4295,45:19.0,Negative Cloud to Ground,"135,4585552","-3,145387735"
4296,45:25.0,Intra/Inter Cloud,"135,8166788","-3,398588486"
4297,45:25.0,Negative Cloud to Ground,"135,7145506","-3,373947192"
4298,45:25.0,Positive Cloud to Ground,"135,7453574","-3,409788845"
4299,45:25.0,Intra/Inter Cloud,"135,7313181","-3,323146394"
4300,45:25.0,Intra/Inter Cloud,"135,7434101","-3,391586174"
4301,45:25.0,Intra/Inter Cloud,"135,6984455","-3,405582354"
4302,45:25.0,Intra/Inter Cloud,"135,8089223","-3,404794085"
4303,45:25.0,Intra/Inter Cloud,"135,8910598","-3,469633159"
4304,45:25.0,Negative Cloud to Ground,"135,8637943","-3,291553431"
4305,45:29.0,Intra/Inter Cloud,"135,8543219","-3,345029529"
4306,45:29.0,Intra/Inter Cloud,"135,8148285","-3,380554813"
4307,45:33.0,Intra/Inter Cloud,"135,4475726","-3,020918231"
4308,45:35.0,Intra/Inter Cloud,"135,4135426","-2,910562346"
4309,45:37.0,Positive Cloud to Ground,"135,8293605","-3,371468369"
4310,45:37.0,Intra/Inter Cloud,"135,7208275","-3,373188963"
4311,45:37.0,Intra/Inter Cloud,"135,7896888","-3,387265629"
4312,45:37.0,Negative Cloud to Ground,"135,8097466","-3,293580773"
4313,45:38.0,Negative Cloud to Ground,"135,7414966","-3,359709393"
4314,45:38.0,Positive Cloud to Ground,"135,8066979","-3,337553681"
4315,45:38.0,Negative Cloud to Ground,"135,8692596","-3,342768274"
4316,45:43.0,Intra/Inter Cloud,"135,8688713","-3,525674236"
4317,45:43.0,Intra/Inter Cloud,"135,8552613","-3,506844448"
4318,45:43.0,Negative Cloud to Ground,"135,721222","-3,340650038"
4319,45:43.0,Intra/Inter Cloud,"135,69627","-3,375914778"
4320,45:46.0,Intra/Inter Cloud,"135,3664885","-3,002683574"
4321,45:46.0,Intra/Inter Cloud,"135,3241598","-3,017698696"
4322,45:47.0,Negative Cloud to Ground,"135,3341503","-3,032993438"
4323,45:47.0,Intra/Inter Cloud,"135,499862","-3,162816532"
4324,45:47.0,Negative Cloud to Ground,"135,4488696","-3,1626842"
4325,45:47.0,Negative Cloud to Ground,"135,4636456","-3,154403549"
4326,45:47.0,Negative Cloud to Ground,"135,4686172","-3,158667225"
4327,45:47.0,Negative Cloud to Ground,"135,4901023","-3,159006791"
4328,45:49.0,Positive Cloud to Ground,"135,9259442","-3,243207585"
4329,45:49.0,Positive Cloud to Ground,"135,7881272","-3,355357973"
4330,45:49.0,Intra/Inter Cloud,"136,0075451","-3,321343074"
4331,45:49.0,Intra/Inter Cloud,"135,6958072","-3,385294633"
4332,45:49.0,Intra/Inter Cloud,"135,6845088","-3,390590875"
4333,45:49.0,Intra/Inter Cloud,"135,7331493","-3,35183037"
4334,45:49.0,Intra/Inter Cloud,"135,8893901","-3,388971894"
4335,45:50.0,Negative Cloud to Ground,"135,8383775","-3,381937713"
4336,45:50.0,Intra/Inter Cloud,"135,8363567","-3,368940145"
4337,45:51.0,Intra/Inter Cloud,"135,708329","-3,268889833"
4338,46:00.0,Intra/Inter Cloud,"135,8121804","-3,256998837"
4339,46:00.0,Intra/Inter Cloud,"135,6890067","-3,395839599"
4340,46:00.0,Intra/Inter Cloud,"135,7267119","-3,387822074"
4341,46:00.0,Positive Cloud to Ground,"135,8517943","-3,329513503"
4342,46:01.0,Intra/Inter Cloud,"135,717705","-3,350900742"
4343,46:01.0,Intra/Inter Cloud,"135,6431921","-3,343543765"
4344,46:04.0,Intra/Inter Cloud,"135,8148277","-3,367351331"
4345,46:04.0,Intra/Inter Cloud,"135,6715726","-3,385446589"
4346,46:04.0,Intra/Inter Cloud,"135,7616533","-3,373349927"
4347,46:04.0,Intra/Inter Cloud,"135,7535711","-3,355645085"
4348,46:05.0,Intra/Inter Cloud,"135,7911161","-3,295521992"
4349,46:07.0,Intra/Inter Cloud,"136,0312603","-3,530838608"
4350,46:07.0,Intra/Inter Cloud,"135,7847585","-3,520732515"
4351,46:17.0,Intra/Inter Cloud,"135,4722607","-3,208225582"
4352,46:17.0,Negative Cloud to Ground,"135,4848691","-3,208004594"
4353,46:17.0,Negative Cloud to Ground,"135,4812238","-3,220054166"
4354,46:23.0,Intra/Inter Cloud,"135,7112702","-3,362254607"
4355,46:23.0,Positive Cloud to Ground,"135,8053625","-3,350328187"
4356,46:23.0,Intra/Inter Cloud,"135,7726328","-3,35705546"
4357,46:23.0,Intra/Inter Cloud,"135,9663052","-3,489417186"
4358,46:23.0,Intra/Inter Cloud,"135,8693446","-3,398501551"
4359,46:24.0,Intra/Inter Cloud,"135,925528","-3,523558104"
4360,46:26.0,Intra/Inter Cloud,"135,4630757","-3,140411085"
4361,46:26.0,Negative Cloud to Ground,"135,3924122","-3,151646525"
4362,46:27.0,Negative Cloud to Ground,"135,4818131","-3,13362752"
4363,46:29.0,Negative Cloud to Ground,"135,7649665","-3,346013948"
4364,46:33.0,Positive Cloud to Ground,"135,7478604","-3,336011396"
4365,46:33.0,Positive Cloud to Ground,"135,863352","-3,453632602"
4366,46:33.0,Intra/Inter Cloud,"135,7692957","-3,349426998"
4367,46:33.0,Negative Cloud to Ground,"135,7372859","-3,383134783"
4368,46:34.0,Intra/Inter Cloud,"135,8858665","-3,381924122"
4369,46:34.0,Intra/Inter Cloud,"135,8826546","-3,31722126"
4370,46:34.0,Positive Cloud to Ground,"135,923754","-3,364682692"
4371,46:34.0,Positive Cloud to Ground,"135,8675596","-3,47346122"
4372,46:34.0,Negative Cloud to Ground,"135,7888305","-3,417248115"
4373,46:34.0,Intra/Inter Cloud,"135,7763944","-3,282639568"
4374,46:34.0,Intra/Inter Cloud,"135,7168339","-3,390063435"
4375,46:34.0,Negative Cloud to Ground,"135,8647988","-3,341468152"
4376,46:34.0,Intra/Inter Cloud,"135,9025627","-3,467397929"
4377,46:34.0,Positive Cloud to Ground,"135,8335364","-3,326779254"
4378,46:34.0,Positive Cloud to Ground,"135,7030036","-3,402862963"
4379,46:35.0,Intra/Inter Cloud,"135,6667415","-3,322046599"
4380,46:38.0,Intra/Inter Cloud,"135,8150705","-3,483343463"
4381,46:38.0,Intra/Inter Cloud,"135,8474525","-3,493425853"
4382,46:38.0,Intra/Inter Cloud,"135,949929","-3,574347442"
4383,46:43.0,Intra/Inter Cloud,"135,8804883","-3,623491643"
4384,46:43.0,Negative Cloud to Ground,"135,9450697","-3,691145717"
4385,46:43.0,Negative Cloud to Ground,"135,8666015","-3,610033868"
4386,46:46.0,Positive Cloud to Ground,"135,4759837","-3,159316425"
4387,46:46.0,Negative Cloud to Ground,"135,3992483","-3,178895836"
4388,46:46.0,Negative Cloud to Ground,"135,4764184","-3,165748877"
4389,46:46.0,Negative Cloud to Ground,"135,4668034","-3,166949659"
4390,46:46.0,Negative Cloud to Ground,"135,4483762","-3,168418471"
4391,46:52.0,Intra/Inter Cloud,"135,7994147","-3,350122997"
4392,46:52.0,Positive Cloud to Ground,"135,7656022","-3,379783201"
4393,46:53.0,Intra/Inter Cloud,"135,6984213","-3,380897595"
4394,46:53.0,Intra/Inter Cloud,"135,7990863","-3,393249449"
4395,46:53.0,Intra/Inter Cloud,"135,6935968","-3,34039746"
4396,46:53.0,Intra/Inter Cloud,"135,7427459","-3,363458596"
4397,46:53.0,Intra/Inter Cloud,"135,7341837","-3,371846514"
4398,46:57.0,Intra/Inter Cloud,"135,8223707","-3,585077384"
4399,46:57.0,Intra/Inter Cloud,"135,8664466","-3,524814081"
4400,46:57.0,Positive Cloud to Ground,"135,7231943","-3,303346482"
4401,46:57.0,Intra/Inter Cloud,"135,8470965","-3,493830544"
4402,46:57.0,Negative Cloud to Ground,"135,7433157","-3,398343477"
4403,46:57.0,Intra/Inter Cloud,"135,7725364","-3,366148628"
4404,46:57.0,Intra/Inter Cloud,"135,8057252","-3,419384627"
4405,46:58.0,Intra/Inter Cloud,"135,8836361","-3,344291194"
4406,46:58.0,Positive Cloud to Ground,"135,6691216","-3,361708117"
4407,46:58.0,Positive Cloud to Ground,"135,8126318","-3,312904994"
4408,46:58.0,Intra/Inter Cloud,"135,6279715","-3,361753889"
4409,46:58.0,Intra/Inter Cloud,"135,7092698","-3,320669096"
4410,46:58.0,Intra/Inter Cloud,"135,9545413","-3,406465136"
4411,46:59.0,Negative Cloud to Ground,"134,65197","-3,166232389"
4412,47:07.0,Negative Cloud to Ground,"135,5007896","-2,998379998"
4413,47:07.0,Negative Cloud to Ground,"135,4648264","-2,998026608"
4414,47:07.0,Negative Cloud to Ground,"135,9645612","-3,314303609"
4415,47:07.0,Negative Cloud to Ground,"135,972836","-3,366875417"
4416,47:07.0,Negative Cloud to Ground,"136,0657148","-3,407133718"
4417,47:08.0,Intra/Inter Cloud,"135,7183137","-3,401921578"
4418,47:08.0,Intra/Inter Cloud,"135,8211419","-3,419338608"
4419,47:08.0,Negative Cloud to Ground,"135,8231969","-3,374384034"
4420,47:08.0,Intra/Inter Cloud,"135,8421415","-3,475781181"
4421,47:09.0,Intra/Inter Cloud,"135,9881195","-3,405506609"
4422,47:09.0,Intra/Inter Cloud,"135,4837752","-2,982754146"
4423,47:09.0,Negative Cloud to Ground,"135,4754685","-2,983702262"
4424,47:09.0,Negative Cloud to Ground,"135,4487939","-2,983547814"
4425,47:13.0,Negative Cloud to Ground,"135,8802277","-3,495240037"
4426,47:13.0,Intra/Inter Cloud,"136,043506","-3,598624256"
4427,47:15.0,Intra/Inter Cloud,"135,7582346","-3,315039615"
4428,47:16.0,Positive Cloud to Ground,"135,7776839","-3,327834936"
4429,47:16.0,Intra/Inter Cloud,"135,7390108","-3,353198443"
4430,47:17.0,Intra/Inter Cloud,"135,809565","-3,377003736"
4431,47:17.0,Positive Cloud to Ground,"135,8198541","-3,389097066"
4432,47:17.0,Intra/Inter Cloud,"135,7792125","-3,366196368"
4433,47:17.0,Intra/Inter Cloud,"135,8982414","-3,49434844"
4434,47:19.0,Intra/Inter Cloud,"135,8304302","-3,362749464"
4435,47:19.0,Intra/Inter Cloud,"135,7110494","-3,329441461"
4436,47:19.0,Negative Cloud to Ground,"135,8411253","-3,347967111"
4437,47:19.0,Positive Cloud to Ground,"135,7124445","-3,373271955"
4438,47:20.0,Intra/Inter Cloud,"135,7145034","-3,329301995"
4439,47:20.0,Intra/Inter Cloud,"135,9708853","-3,533473681"
4440,47:20.0,Intra/Inter Cloud,"135,742399","-3,344939534"
4441,47:20.0,Intra/Inter Cloud,"135,8449341","-3,345022831"
4442,47:20.0,Negative Cloud to Ground,"135,7834033","-3,414781542"
4443,47:20.0,Intra/Inter Cloud,"136,2166046","-3,597026382"
4444,47:24.0,Intra/Inter Cloud,"135,4745933","-2,966898461"
4445,47:24.0,Negative Cloud to Ground,"135,5437922","-2,971718688"
4446,47:24.0,Negative Cloud to Ground,"135,4194218","-2,97771036"
4447,47:24.0,Negative Cloud to Ground,"135,3678012","-2,993017113"
4448,47:24.0,Negative Cloud to Ground,"135,4472904","-2,976474771"
4449,47:25.0,Negative Cloud to Ground,"135,3863421","-2,981833042"
4450,47:26.0,Intra/Inter Cloud,"135,4883169","-2,996074335"
4451,47:35.0,Intra/Inter Cloud,"135,8934036","-3,361991944"
4452,47:35.0,Negative Cloud to Ground,"135,9113417","-3,347471551"
4453,47:35.0,Intra/Inter Cloud,"135,7120103","-3,330740077"
4454,47:35.0,Negative Cloud to Ground,"135,9020787","-3,304734396"
4455,47:35.0,Negative Cloud to Ground,"135,8770181","-3,387063811"
4456,47:35.0,Intra/Inter Cloud,"135,7811314","-3,407674466"
4457,47:38.0,Intra/Inter Cloud,"135,8512987","-3,508718266"
4458,47:38.0,Intra/Inter Cloud,"135,8659529","-3,532584018"
4459,47:38.0,Intra/Inter Cloud,"135,9244546","-3,44639474"
4460,47:45.0,Positive Cloud to Ground,"135,4671676","-3,193748468"
4461,47:46.0,Negative Cloud to Ground,"135,457536","-3,187915831"
4462,47:46.0,Negative Cloud to Ground,"135,4223338","-3,200143422"
4463,47:47.0,Positive Cloud to Ground,"135,9603019","-3,317061928"
4464,47:47.0,Intra/Inter Cloud,"135,4661152","-2,911510995"
4465,47:47.0,Negative Cloud to Ground,"135,4753401","-2,9106796"
4466,47:47.0,Negative Cloud to Ground,"135,9592298","-3,337811707"
4467,47:48.0,Negative Cloud to Ground,"135,9403391","-3,227442331"
4468,47:48.0,Negative Cloud to Ground,"135,4670958","-2,907786317"
4469,47:48.0,Negative Cloud to Ground,"135,9619865","-3,320588916"
4470,47:48.0,Negative Cloud to Ground,"135,4268488","-2,915566859"
4471,47:48.0,Negative Cloud to Ground,"135,9463468","-3,241254193"
4472,47:48.0,Negative Cloud to Ground,"135,9601185","-3,43574054"
4473,47:48.0,Negative Cloud to Ground,"135,4759716","-2,907607035"
4474,47:52.0,Positive Cloud to Ground,"136,002542","-3,243480251"
4475,47:52.0,Intra/Inter Cloud,"135,7533874","-3,361300175"
4476,47:53.0,Intra/Inter Cloud,"135,8510518","-3,356296573"
4477,47:53.0,Intra/Inter Cloud,"135,8991903","-3,313410498"
4478,47:53.0,Intra/Inter Cloud,"135,9254229","-3,318392209"
4479,47:53.0,Intra/Inter Cloud,"135,9056714","-3,454177524"
4480,47:58.0,Intra/Inter Cloud,"135,7744875","-3,363124025"
4481,47:58.0,Intra/Inter Cloud,"135,737675","-3,39779089"
4482,47:58.0,Intra/Inter Cloud,"135,7289189","-3,365662095"
4483,47:58.0,Intra/Inter Cloud,"135,7507017","-3,390587065"
4484,48:05.0,Intra/Inter Cloud,"135,8181197","-3,489056857"
4485,48:06.0,Intra/Inter Cloud,"136,0328169","-3,601122222"
4486,48:06.0,Intra/Inter Cloud,"135,473652","-3,313245029"
4487,48:06.0,Negative Cloud to Ground,"135,4726067","-3,313319858"
4488,48:07.0,Negative Cloud to Ground,"135,4866687","-3,272227796"
4489,48:07.0,Negative Cloud to Ground,"135,4576371","-3,316561707"
4490,48:07.0,Negative Cloud to Ground,"135,47593","-3,31689033"
4491,48:07.0,Negative Cloud to Ground,"135,4635787","-3,319204286"
4492,48:08.0,Intra/Inter Cloud,"135,7780291","-3,393096811"
4493,48:08.0,Intra/Inter Cloud,"135,7514956","-3,357758187"
4494,48:08.0,Intra/Inter Cloud,"135,7531977","-3,337807759"
4495,48:08.0,Positive Cloud to Ground,"135,7648792","-3,370649363"
4496,48:08.0,Negative Cloud to Ground,"135,8495698","-3,328927743"
4497,48:09.0,Negative Cloud to Ground,"135,9124941","-3,385540813"
4498,48:09.0,Negative Cloud to Ground,"135,8864633","-3,421815646"
4499,48:09.0,Positive Cloud to Ground,"135,9093155","-3,400521545"
4500,48:09.0,Positive Cloud to Ground,"135,7282093","-3,33294985"
4501,48:09.0,Intra/Inter Cloud,"135,7393604","-3,369128528"
4502,48:18.0,Positive Cloud to Ground,"135,7555452","-3,319863306"
4503,48:18.0,Positive Cloud to Ground,"135,8352176","-3,277949911"
4504,48:18.0,Intra/Inter Cloud,"135,8289552","-3,433402355"
4505,48:19.0,Intra/Inter Cloud,"135,4323015","-3,100524008"
4506,48:19.0,Intra/Inter Cloud,"135,9043173","-3,37060654"
4507,48:19.0,Intra/Inter Cloud,"135,9188485","-3,453787124"
4508,48:22.0,Intra/Inter Cloud,"135,5074777","-3,20901994"
4509,48:25.0,Intra/Inter Cloud,"135,9267663","-3,559647387"
4510,48:26.0,Intra/Inter Cloud,"136,13098","-3,62200314"
4511,48:26.0,Intra/Inter Cloud,"135,882167","-3,540807058"
4512,48:26.0,Intra/Inter Cloud,"135,926996","-3,374592125"
4513,48:30.0,Negative Cloud to Ground,"135,7937668","-3,522790462"
4514,48:31.0,Intra/Inter Cloud,"135,4588668","-3,11335255"
4515,48:31.0,Negative Cloud to Ground,"135,4855967","-3,108866503"
4516,48:31.0,Negative Cloud to Ground,"135,4587963","-3,107669894"
4517,48:31.0,Negative Cloud to Ground,"135,4829698","-3,106436995"
4518,48:33.0,Intra/Inter Cloud,"135,7803015","-3,392145242"
