Tanggal (UTC),Jenis,Bujur,Lintang
33:10.0,Positive Cloud to Ground,"135,8649557","-3,411038792"
33:10.0,Positive Cloud to Ground,"135,8407093","-3,384208075"
33:10.0,Intra/Inter Cloud,"135,7799086","-3,357396456"
33:10.0,Positive Cloud to Ground,"135,7607032","-3,405345818"
33:12.0,Intra/Inter Cloud,"135,774036","-3,462647775"
33:12.0,Intra/Inter Cloud,"135,807615","-3,449981256"
33:12.0,Negative Cloud to Ground,"135,9377929","-3,500857646"
33:12.0,Intra/Inter Cloud,"136,0291205","-3,496003615"
33:13.0,Intra/Inter Cloud,"135,8415292","-3,363700251"
33:13.0,Intra/Inter Cloud,"135,7648137","-3,327136288"
33:13.0,Intra/Inter Cloud,"135,7211492","-3,355083652"
33:13.0,Intra/Inter Cloud,"135,9990177","-3,333787492"
33:13.0,Intra/Inter Cloud,"135,9931544","-3,306687859"
33:17.0,Positive Cloud to Ground,"135,8927504","-3,308509236"
33:22.0,Intra/Inter Cloud,"135,4226867","-3,085212651"
33:22.0,Intra/Inter Cloud,"135,4126165","-2,893241124"
33:22.0,Negative Cloud to Ground,"135,4258177","-2,892300234"
33:22.0,Negative Cloud to Ground,"135,4643693","-2,888854034"
33:23.0,Negative Cloud to Ground,"135,3630832","-2,91915175"
33:28.0,Positive Cloud to Ground,"135,8009296","-3,32702765"
33:28.0,Intra/Inter Cloud,"135,8635551","-3,376913375"
33:28.0,Intra/Inter Cloud,"135,7690712","-3,315384482"
33:28.0,Intra/Inter Cloud,"135,785228","-3,272623186"
33:28.0,Intra/Inter Cloud,"135,8117457","-3,317372225"
33:28.0,Intra/Inter Cloud,"135,9431536","-3,302593297"
33:28.0,Intra/Inter Cloud,"135,7152738","-3,312105685"
33:28.0,Intra/Inter Cloud,"135,9503067","-3,394332268"
33:28.0,Intra/Inter Cloud,"135,8705254","-3,389563938"
33:28.0,Intra/Inter Cloud,"135,7388739","-3,352783529"
33:29.0,Intra/Inter Cloud,"135,758293","-3,385893118"
33:31.0,Intra/Inter Cloud,"135,8163097","-3,42774003"
33:35.0,Intra/Inter Cloud,"135,4425439","-2,909488731"
33:35.0,Negative Cloud to Ground,"135,3985179","-2,918847064"
33:35.0,Negative Cloud to Ground,"135,418573","-2,919009374"
33:35.0,Negative Cloud to Ground,"135,343114","-2,939912751"
33:35.0,Negative Cloud to Ground,"135,4233781","-2,922963601"
33:37.0,Intra/Inter Cloud,"135,981673","-3,401918139"
33:38.0,Intra/Inter Cloud,"135,7702142","-3,378870419"
33:38.0,Intra/Inter Cloud,"135,8727264","-3,589068388"
33:38.0,Positive Cloud to Ground,"135,9100052","-3,317814852"
33:41.0,Intra/Inter Cloud,"135,7567756","-3,303269676"
33:41.0,Intra/Inter Cloud,"135,7232671","-3,3311884"
33:41.0,Intra/Inter Cloud,"135,7542472","-3,353395903"
33:45.0,Negative Cloud to Ground,"135,49915","-3,193857407"
33:45.0,Negative Cloud to Ground,"135,4497725","-3,189045323"
33:45.0,Negative Cloud to Ground,"135,417226","-3,206170252"
33:45.0,Negative Cloud to Ground,"135,7167303","-3,397719677"
33:45.0,Negative Cloud to Ground,"135,7236646","-3,361648176"
33:45.0,Negative Cloud to Ground,"135,724122","-3,392881577"
33:46.0,Intra/Inter Cloud,"135,8142105","-3,366585003"
33:46.0,Intra/Inter Cloud,"135,8657852","-3,34710907"
33:46.0,Intra/Inter Cloud,"136,0327567","-3,268333151"
33:46.0,Intra/Inter Cloud,"136,0067837","-3,370296157"
33:46.0,Negative Cloud to Ground,"135,9695125","-3,327829523"
33:46.0,Negative Cloud to Ground,"135,6869944","-3,341023979"
33:46.0,Negative Cloud to Ground,"135,7658216","-3,332617237"
33:46.0,Intra/Inter Cloud,"135,9331897","-3,345880838"
33:46.0,Negative Cloud to Ground,"135,8709382","-3,368961946"
33:48.0,Positive Cloud to Ground,"135,4594634","-3,084336389"
33:48.0,Negative Cloud to Ground,"135,4159168","-3,089103196"
33:49.0,Intra/Inter Cloud,"135,9026519","-3,254753836"
33:50.0,Intra/Inter Cloud,"135,67805","-3,389902589"
33:50.0,Intra/Inter Cloud,"135,7982205","-3,4006642"
33:52.0,Intra/Inter Cloud,"135,8239806","-3,32031111"
33:52.0,Intra/Inter Cloud,"135,4039602","-3,090714464"
33:52.0,Negative Cloud to Ground,"135,4198946","-3,055128718"
33:52.0,Intra/Inter Cloud,"135,391644","-2,921531697"
33:52.0,Intra/Inter Cloud,"135,3852989","-2,913712339"
33:53.0,Intra/Inter Cloud,"135,4323751","-3,180618909"
33:56.0,Intra/Inter Cloud,"135,7469288","-3,333842951"
33:56.0,Intra/Inter Cloud,"135,7875568","-3,322601473"
33:56.0,Intra/Inter Cloud,"135,6678427","-3,309857695"
33:58.0,Positive Cloud to Ground,"135,3454845","-2,928862119"
33:58.0,Intra/Inter Cloud,"135,3368195","-3,068299473"
33:59.0,Positive Cloud to Ground,"135,7707884","-3,37669021"
33:59.0,Intra/Inter Cloud,"135,4003116","-3,176362388"
34:00.0,Intra/Inter Cloud,"135,2535475","-2,929096841"
34:00.0,Negative Cloud to Ground,"135,9085501","-3,495033842"
34:03.0,Intra/Inter Cloud,"135,4507387","-3,114743739"
34:03.0,Negative Cloud to Ground,"135,4065246","-3,131422989"
34:04.0,Intra/Inter Cloud,"135,924469","-3,285516727"
34:04.0,Intra/Inter Cloud,"135,820465","-3,401348376"
34:08.0,Intra/Inter Cloud,"136,0263422","-3,300470023"
34:08.0,Intra/Inter Cloud,"135,8154776","-3,409579334"
34:08.0,Intra/Inter Cloud,"135,9059207","-3,394976221"
34:08.0,Positive Cloud to Ground,"135,7706647","-3,363749801"
34:08.0,Positive Cloud to Ground,"135,7586635","-3,393447246"
34:08.0,Intra/Inter Cloud,"135,7048301","-3,3542191"
34:08.0,Intra/Inter Cloud,"135,7045774","-3,360350783"
34:08.0,Positive Cloud to Ground,"135,9594809","-3,375470043"
34:11.0,Intra/Inter Cloud,"135,3778271","-3,013181181"
34:11.0,Intra/Inter Cloud,"135,452109","-3,256864737"
34:11.0,Intra/Inter Cloud,"135,424194","-2,971094215"
34:15.0,Positive Cloud to Ground,"135,6985844","-3,343757612"
34:17.0,Positive Cloud to Ground,"136,0223004","-3,322152185"
34:17.0,Positive Cloud to Ground,"135,8495115","-3,368959531"
34:17.0,Intra/Inter Cloud,"135,7448234","-3,307966184"
34:17.0,Intra/Inter Cloud,"135,7806024","-3,383723642"
34:17.0,Positive Cloud to Ground,"135,8915894","-3,306246837"
34:17.0,Intra/Inter Cloud,"135,8964602","-3,303928853"
34:17.0,Intra/Inter Cloud,"135,805474","-3,369490434"
34:17.0,Intra/Inter Cloud,"135,8257816","-3,31358999"
34:18.0,Intra/Inter Cloud,"135,774289","-3,374176923"
34:18.0,Positive Cloud to Ground,"135,7705097","-3,376080327"
34:20.0,Intra/Inter Cloud,"135,4621415","-3,160650131"
34:20.0,Negative Cloud to Ground,"135,4168723","-3,174663792"
34:27.0,Intra/Inter Cloud,"135,7793006","-3,370514305"
34:27.0,Negative Cloud to Ground,"135,9775264","-3,40106131"
34:27.0,Intra/Inter Cloud,"135,4407097","-3,240246807"
34:27.0,Intra/Inter Cloud,"135,4728164","-3,211518378"
34:27.0,Negative Cloud to Ground,"135,7333229","-3,349810432"
34:27.0,Negative Cloud to Ground,"135,7341283","-3,366378924"
34:27.0,Negative Cloud to Ground,"135,7424096","-3,363944553"
34:27.0,Negative Cloud to Ground,"135,4467827","-3,21417039"
34:27.0,Negative Cloud to Ground,"135,4470291","-3,210620785"
34:27.0,Negative Cloud to Ground,"135,4360979","-3,210544666"
34:27.0,Negative Cloud to Ground,"135,4718224","-3,209249437"
34:29.0,Positive Cloud to Ground,"135,3864446","-3,112499826"
34:35.0,Intra/Inter Cloud,"136,0065938","-3,712619315"
34:40.0,Intra/Inter Cloud,"136,0231128","-3,279074738"
34:40.0,Intra/Inter Cloud,"135,8972531","-3,330389589"
34:40.0,Intra/Inter Cloud,"135,8293931","-3,296959459"
34:40.0,Positive Cloud to Ground,"135,9348198","-3,559332338"
34:40.0,Negative Cloud to Ground,"135,6728848","-3,379226024"
34:41.0,Intra/Inter Cloud,"135,704702","-3,421435301"
34:41.0,Intra/Inter Cloud,"135,8605257","-3,321187908"
34:41.0,Negative Cloud to Ground,"135,7632795","-3,371411531"
34:43.0,Negative Cloud to Ground,"136,0031898","-3,378889455"
34:43.0,Positive Cloud to Ground,"135,805987","-3,342057158"
34:43.0,Positive Cloud to Ground,"135,8034133","-3,435460636"
34:44.0,Negative Cloud to Ground,"135,3728531","-3,075083811"
34:44.0,Positive Cloud to Ground,"135,3439273","-2,8727547"
34:44.0,Positive Cloud to Ground,"135,3702644","-2,96684162"
34:44.0,Negative Cloud to Ground,"135,4856886","-2,947172409"
34:44.0,Negative Cloud to Ground,"135,4877258","-2,949466897"
34:44.0,Negative Cloud to Ground,"135,5223204","-2,958013885"
34:44.0,Negative Cloud to Ground,"135,3424799","-2,978477285"
34:44.0,Negative Cloud to Ground,"136,0847755","-3,578072381"
34:44.0,Negative Cloud to Ground,"135,4855492","-2,953110567"
34:44.0,Negative Cloud to Ground,"136,0011477","-3,476738596"
34:44.0,Negative Cloud to Ground,"135,2711563","-3,011079825"
34:49.0,Positive Cloud to Ground,"134,5136479","-2,915241078"
34:51.0,Intra/Inter Cloud,"135,4195732","-3,250457783"
34:51.0,Negative Cloud to Ground,"135,3960222","-2,883005672"
34:52.0,Intra/Inter Cloud,"136,1056182","-3,352201213"
34:52.0,Intra/Inter Cloud,"135,9970833","-3,453859366"
34:54.0,Positive Cloud to Ground,"135,3246676","-2,981405538"
34:57.0,Intra/Inter Cloud,"135,7431169","-3,356860679"
35:00.0,Intra/Inter Cloud,"134,6961532","-3,135913822"
35:00.0,Intra/Inter Cloud,"135,5044777","-3,040763524"
35:00.0,Negative Cloud to Ground,"135,4868275","-3,037965959"
35:00.0,Negative Cloud to Ground,"135,3821165","-3,055630284"
35:00.0,Negative Cloud to Ground,"135,3719149","-3,053114268"
35:00.0,Negative Cloud to Ground,"135,4161976","-3,043399954"
35:01.0,Intra/Inter Cloud,"135,9737962","-3,261398834"
35:01.0,Positive Cloud to Ground,"135,8222002","-3,419188854"
35:01.0,Positive Cloud to Ground,"135,4762481","-3,072813514"
35:01.0,Negative Cloud to Ground,"135,4698174","-3,074879487"
35:01.0,Negative Cloud to Ground,"135,8914373","-3,341872106"
35:01.0,Negative Cloud to Ground,"135,8818683","-3,468088254"
35:01.0,Negative Cloud to Ground,"135,8919314","-3,408540579"
35:02.0,Negative Cloud to Ground,"135,8926368","-3,338790016"
35:06.0,Positive Cloud to Ground,"135,9036566","-3,286551666"
35:06.0,Intra/Inter Cloud,"135,8787991","-3,31298302"
35:06.0,Positive Cloud to Ground,"135,874339","-3,368298327"
35:06.0,Positive Cloud to Ground,"135,7320611","-3,377511713"
35:06.0,Intra/Inter Cloud,"135,8002201","-3,390578011"
35:08.0,Intra/Inter Cloud,"135,8436339","-3,542679784"
35:09.0,Intra/Inter Cloud,"135,8020647","-3,42496918"
35:09.0,Intra/Inter Cloud,"135,4255086","-3,20628335"
35:09.0,Intra/Inter Cloud,"135,4504339","-3,251507085"
35:09.0,Intra/Inter Cloud,"135,4326756","-3,055884901"
35:09.0,Intra/Inter Cloud,"135,4215523","-3,093255954"
35:09.0,Intra/Inter Cloud,"135,4353007","-3,12554203"
35:09.0,Intra/Inter Cloud,"135,4022768","-2,9001723"
35:10.0,Intra/Inter Cloud,"135,354759","-2,957330558"
35:10.0,Intra/Inter Cloud,"135,3398415","-2,981835774"
35:10.0,Intra/Inter Cloud,"135,4076009","-3,120092265"
35:10.0,Intra/Inter Cloud,"135,3209895","-2,910513087"
35:10.0,Negative Cloud to Ground,"135,47356","-3,114277482"
35:10.0,Negative Cloud to Ground,"135,8415616","-3,292966621"
35:10.0,Negative Cloud to Ground,"135,8418054","-3,426145884"
35:13.0,Negative Cloud to Ground,"135,8282207","-3,338613549"
35:13.0,Intra/Inter Cloud,"135,7507166","-3,339325943"
35:13.0,Intra/Inter Cloud,"135,9548166","-3,332629684"
35:17.0,Intra/Inter Cloud,"135,4191386","-3,152427751"
35:17.0,Intra/Inter Cloud,"135,4394689","-3,154867767"
35:18.0,Intra/Inter Cloud,"135,7421276","-3,369557043"
35:21.0,Intra/Inter Cloud,"135,4107333","-3,136808047"
35:21.0,Positive Cloud to Ground,"135,3879085","-3,14708265"
35:21.0,Intra/Inter Cloud,"135,3994201","-3,157882438"
35:21.0,Intra/Inter Cloud,"135,3238084","-3,066845816"
35:21.0,Positive Cloud to Ground,"135,3406563","-2,999755321"
35:21.0,Intra/Inter Cloud,"135,4603375","-3,055098373"
35:21.0,Negative Cloud to Ground,"136,0060684","-3,522221703"
35:22.0,Negative Cloud to Ground,"136,0066863","-3,516899704"
35:22.0,Negative Cloud to Ground,"135,9737561","-3,579868212"
35:22.0,Negative Cloud to Ground,"135,9943549","-3,516337937"
35:24.0,Positive Cloud to Ground,"135,9972795","-3,299790221"
35:26.0,Intra/Inter Cloud,"135,7421866","-3,334726245"
35:26.0,Intra/Inter Cloud,"135,3627717","-2,982534306"
35:26.0,Intra/Inter Cloud,"135,7691751","-3,361505481"
35:26.0,Intra/Inter Cloud,"135,7893597","-3,322720683"
35:26.0,Intra/Inter Cloud,"135,7148188","-3,367171719"
35:26.0,Intra/Inter Cloud,"135,3493125","-3,090485697"
35:29.0,Intra/Inter Cloud,"135,9805671","-3,33265998"
35:30.0,Intra/Inter Cloud,"136,0870196","-3,361778201"
35:31.0,Positive Cloud to Ground,"135,8636754","-3,343315811"
35:31.0,Positive Cloud to Ground,"135,9202009","-3,400290701"
35:31.0,Intra/Inter Cloud,"135,8384335","-3,373921456"
35:31.0,Negative Cloud to Ground,"135,7718728","-3,334702958"
35:32.0,Intra/Inter Cloud,"135,4620541","-3,005101403"
35:32.0,Negative Cloud to Ground,"135,4137854","-3,010536238"
35:32.0,Negative Cloud to Ground,"135,388879","-3,008349401"
35:38.0,Intra/Inter Cloud,"135,8502545","-3,400217754"
35:38.0,Intra/Inter Cloud,"135,7496058","-3,349139941"
35:38.0,Intra/Inter Cloud,"135,8115123","-3,383123312"
35:38.0,Intra/Inter Cloud,"135,786317","-3,360901096"
35:39.0,Intra/Inter Cloud,"135,8261744","-3,350473119"
35:39.0,Intra/Inter Cloud,"135,3801698","-3,056629983"
35:39.0,Intra/Inter Cloud,"135,3889262","-3,045676067"
35:41.0,Intra/Inter Cloud,"136,0379148","-3,299878552"
35:43.0,Intra/Inter Cloud,"136,0008436","-3,307861863"
35:44.0,Positive Cloud to Ground,"135,4353446","-3,232013482"
35:44.0,Negative Cloud to Ground,"135,3607297","-3,070824699"
35:44.0,Positive Cloud to Ground,"135,5199072","-2,873364063"
35:44.0,Negative Cloud to Ground,"136,104594","-3,357280109"
35:45.0,Negative Cloud to Ground,"135,5091471","-2,872065676"
35:45.0,Negative Cloud to Ground,"135,3704803","-2,889707059"
35:45.0,Negative Cloud to Ground,"136,1042183","-3,345802485"
35:45.0,Negative Cloud to Ground,"136,0937791","-3,353620589"
35:45.0,Negative Cloud to Ground,"136,1001989","-3,364694927"
35:54.0,Intra/Inter Cloud,"136,0357675","-3,197005379"
35:54.0,Intra/Inter Cloud,"135,8662272","-3,299398706"
35:54.0,Intra/Inter Cloud,"135,7480621","-3,391042184"
35:54.0,Positive Cloud to Ground,"135,8386176","-3,350793751"
35:54.0,Intra/Inter Cloud,"135,9317198","-3,378728744"
35:54.0,Intra/Inter Cloud,"135,7495132","-3,408687331"
35:54.0,Negative Cloud to Ground,"135,9235256","-3,332477524"
35:54.0,Intra/Inter Cloud,"135,7361649","-3,329786204"
35:56.0,Intra/Inter Cloud,"135,4590288","-2,892586801"
35:56.0,Negative Cloud to Ground,"135,4963415","-2,890344112"
35:56.0,Positive Cloud to Ground,"135,3617859","-3,02283303"
35:57.0,Intra/Inter Cloud,"135,7744574","-3,610282369"
35:59.0,Intra/Inter Cloud,"136,0129398","-3,335714648"
36:02.0,Intra/Inter Cloud,"134,7604595","-3,132979586"
36:02.0,Negative Cloud to Ground,"135,9761738","-3,293414764"
36:02.0,Positive Cloud to Ground,"135,5277567","-2,956884483"
36:02.0,Negative Cloud to Ground,"135,4327661","-2,956357829"
36:02.0,Negative Cloud to Ground,"135,4612975","-2,95419423"
36:02.0,Negative Cloud to Ground,"135,2775633","-3,000676057"
36:02.0,Negative Cloud to Ground,"135,5197719","-2,956150221"
36:02.0,Negative Cloud to Ground,"135,9875306","-3,324554587"
36:02.0,Negative Cloud to Ground,"135,341004","-2,978489067"
36:02.0,Negative Cloud to Ground,"135,9890817","-3,313986523"
36:02.0,Negative Cloud to Ground,"135,4913852","-2,956368694"
36:03.0,Negative Cloud to Ground,"135,9833534","-3,423140308"
36:08.0,Positive Cloud to Ground,"135,8034635","-3,379369931"
36:08.0,Positive Cloud to Ground,"135,8668675","-3,476937514"
36:08.0,Negative Cloud to Ground,"135,7507916","-3,30286472"
36:09.0,Intra/Inter Cloud,"135,8124842","-3,369867283"
36:11.0,Negative Cloud to Ground,"135,8676775","-3,389317317"
36:11.0,Intra/Inter Cloud,"136,0005147","-3,260222576"
36:11.0,Intra/Inter Cloud,"135,8285395","-3,357657088"
36:11.0,Intra/Inter Cloud,"135,6622659","-3,351538768"
36:11.0,Intra/Inter Cloud,"135,8649981","-3,279422937"
36:12.0,Negative Cloud to Ground,"135,7592053","-3,407161975"
36:13.0,Intra/Inter Cloud,"135,4838205","-3,222956897"
36:13.0,Negative Cloud to Ground,"135,4429553","-3,234301617"
36:13.0,Positive Cloud to Ground,"135,8258514","-3,527196309"
36:15.0,Intra/Inter Cloud,"135,4776051","-3,111536869"
36:15.0,Negative Cloud to Ground,"135,3933635","-3,125784113"
36:17.0,Intra/Inter Cloud,"135,9758244","-3,287456434"
36:18.0,Negative Cloud to Ground,"135,7739546","-3,541819051"
36:18.0,Negative Cloud to Ground,"135,8825387","-3,646346895"
36:20.0,Intra/Inter Cloud,"135,751969","-3,39949111"
36:20.0,Intra/Inter Cloud,"135,7821862","-3,336733309"
36:21.0,Intra/Inter Cloud,"135,688675","-3,382992569"
36:21.0,Negative Cloud to Ground,"135,9847057","-3,339536596"
36:21.0,Intra/Inter Cloud,"136,0082412","-3,373573446"
36:21.0,Intra/Inter Cloud,"135,7360192","-3,380288023"
36:21.0,Negative Cloud to Ground,"135,8762015","-3,349703288"
36:21.0,Intra/Inter Cloud,"135,7543915","-3,368445141"
36:21.0,Intra/Inter Cloud,"136,0238544","-3,31871624"
36:21.0,Negative Cloud to Ground,"136,04676","-3,327616243"
36:21.0,Negative Cloud to Ground,"135,9272795","-3,345151504"
36:21.0,Intra/Inter Cloud,"135,702215","-3,392081126"
36:23.0,Positive Cloud to Ground,"136,0162308","-3,358675967"
36:23.0,Intra/Inter Cloud,"135,6925518","-3,382924793"
36:24.0,Intra/Inter Cloud,"135,488141","-3,054539304"
36:28.0,Intra/Inter Cloud,"135,4149213","-2,87557674"
36:28.0,Negative Cloud to Ground,"135,3459444","-2,891953784"
36:28.0,Negative Cloud to Ground,"135,2797203","-2,916509326"
36:29.0,Intra/Inter Cloud,"135,9896105","-3,294983023"
36:29.0,Intra/Inter Cloud,"135,9917759","-3,302264571"
36:33.0,Intra/Inter Cloud,"135,4617532","-3,138757201"
36:34.0,Positive Cloud to Ground,"135,7189636","-3,378367508"
36:34.0,Intra/Inter Cloud,"135,9016564","-3,331618365"
36:34.0,Intra/Inter Cloud,"135,9232393","-3,449593863"
36:34.0,Intra/Inter Cloud,"135,7415866","-3,36945585"
36:35.0,Negative Cloud to Ground,"135,9941134","-3,300250845"
36:35.0,Positive Cloud to Ground,"135,8375866","-3,397306216"
36:36.0,Positive Cloud to Ground,"135,9685159","-3,237732542"
36:38.0,Positive Cloud to Ground,"135,3659926","-3,131413746"
36:39.0,Intra/Inter Cloud,"135,4624874","-3,161635992"
36:40.0,Negative Cloud to Ground,"135,5049982","-3,167301525"
36:40.0,Negative Cloud to Ground,"135,4745844","-3,167815892"
36:40.0,Negative Cloud to Ground,"135,4983892","-3,162666479"
36:40.0,Negative Cloud to Ground,"135,4949067","-3,164385555"
36:40.0,Negative Cloud to Ground,"135,4851196","-3,159121501"
36:40.0,Negative Cloud to Ground,"135,5013407","-3,164795632"
36:40.0,Negative Cloud to Ground,"135,4831147","-3,160900602"
36:40.0,Negative Cloud to Ground,"135,7538417","-3,361697836"
36:40.0,Negative Cloud to Ground,"135,3863885","-3,186854096"
36:40.0,Negative Cloud to Ground,"135,8837603","-3,489896557"
36:40.0,Negative Cloud to Ground,"135,7529926","-3,38395738"
36:40.0,Negative Cloud to Ground,"135,754039","-3,398511585"
36:40.0,Negative Cloud to Ground,"135,758786","-3,352060876"
36:40.0,Negative Cloud to Ground,"135,8514805","-3,57566292"
36:40.0,Negative Cloud to Ground,"135,7606075","-3,368252968"
36:40.0,Negative Cloud to Ground,"135,7510663","-3,349238666"
36:49.0,Intra/Inter Cloud,"135,3190769","-3,005673744"
36:49.0,Negative Cloud to Ground,"135,4119215","-3,158695316"
36:49.0,Intra/Inter Cloud,"135,4839833","-3,284260605"
36:49.0,Negative Cloud to Ground,"135,4348753","-3,285598471"
36:49.0,Negative Cloud to Ground,"135,4896319","-3,278633468"
36:49.0,Negative Cloud to Ground,"135,6263054","-3,346328083"
36:50.0,Negative Cloud to Ground,"135,6233051","-3,345965834"
36:50.0,Negative Cloud to Ground,"135,6296669","-3,363504261"
36:50.0,Negative Cloud to Ground,"135,7487274","-3,441970658"
36:50.0,Negative Cloud to Ground,"135,7339235","-3,470103963"
36:50.0,Negative Cloud to Ground,"135,6283136","-3,387888909"
36:50.0,Negative Cloud to Ground,"135,6261848","-3,399166487"
36:54.0,Positive Cloud to Ground,"135,8646447","-3,398216608"
36:54.0,Intra/Inter Cloud,"135,785721","-3,435818493"
36:57.0,Positive Cloud to Ground,"135,9662577","-3,319841969"
36:59.0,Intra/Inter Cloud,"135,7396397","-3,382424396"
36:59.0,Intra/Inter Cloud,"135,8227661","-3,387825484"
36:59.0,Intra/Inter Cloud,"135,4486146","-3,004026096"
36:59.0,Negative Cloud to Ground,"135,9137088","-3,390186674"
36:59.0,Negative Cloud to Ground,"135,9139819","-3,384246796"
36:59.0,Negative Cloud to Ground,"135,9173315","-3,348155411"
36:59.0,Negative Cloud to Ground,"135,4635609","-2,999437344"
36:59.0,Negative Cloud to Ground,"135,9130493","-3,319212272"
37:00.0,Intra/Inter Cloud,"135,3512098","-3,083444077"
37:00.0,Intra/Inter Cloud,"135,7974242","-3,40597763"
37:00.0,Intra/Inter Cloud,"135,380766","-3,163231671"
37:03.0,Negative Cloud to Ground,"135,4117441","-2,951015781"
37:03.0,Negative Cloud to Ground,"135,3519758","-2,96589104"
37:03.0,Negative Cloud to Ground,"135,3831614","-2,954537202"
37:05.0,Negative Cloud to Ground,"135,791581","-3,64587853"
37:07.0,Intra/Inter Cloud,"135,9781172","-3,313133091"
37:09.0,Intra/Inter Cloud,"135,9953394","-3,326124885"
37:11.0,Intra/Inter Cloud,"135,8358249","-3,338462736"
37:11.0,Intra/Inter Cloud,"135,7542779","-3,313556368"
37:12.0,Intra/Inter Cloud,"135,889546","-3,360245868"
37:12.0,Negative Cloud to Ground,"135,7679909","-3,360815759"
37:12.0,Positive Cloud to Ground,"135,7692832","-3,408595501"
37:12.0,Positive Cloud to Ground,"135,8409039","-3,369976547"
37:12.0,Negative Cloud to Ground,"135,6955094","-3,366991045"
37:15.0,Positive Cloud to Ground,"135,8359387","-3,104598015"
37:15.0,Intra/Inter Cloud,"135,4810675","-2,864869917"
37:16.0,Negative Cloud to Ground,"135,3916474","-2,871971538"
37:20.0,Negative Cloud to Ground,"135,4488847","-3,245936495"
37:20.0,Negative Cloud to Ground,"135,8414161","-3,307760094"
37:22.0,Intra/Inter Cloud,"135,4675157","-3,007761769"
37:22.0,Negative Cloud to Ground,"135,4788467","-3,008613391"
37:22.0,Negative Cloud to Ground,"135,891623","-3,293952829"
37:22.0,Negative Cloud to Ground,"135,9008528","-3,328686078"
37:23.0,Negative Cloud to Ground,"135,8962836","-3,384083809"
37:23.0,Negative Cloud to Ground,"135,900294","-3,399619394"
37:24.0,Negative Cloud to Ground,"135,865953","-3,607195887"
37:25.0,Intra/Inter Cloud,"136,0084352","-3,710435745"
37:25.0,Negative Cloud to Ground,"135,875137","-3,637150855"
37:25.0,Intra/Inter Cloud,"135,6467135","-3,405002623"
37:25.0,Intra/Inter Cloud,"135,7125044","-3,372981933"
37:35.0,Positive Cloud to Ground,"136,0464974","-3,306478939"
37:35.0,Positive Cloud to Ground,"135,9508867","-3,413687322"
37:35.0,Intra/Inter Cloud,"136,0524651","-3,370425658"
37:35.0,Positive Cloud to Ground,"136,0573588","-3,38435476"
37:35.0,Positive Cloud to Ground,"135,7397941","-3,342541557"
37:37.0,Intra/Inter Cloud,"135,4675859","-2,868013838"
37:37.0,Negative Cloud to Ground,"135,4201244","-2,864520491"
37:37.0,Negative Cloud to Ground,"135,3587869","-2,880315809"
37:37.0,Negative Cloud to Ground,"135,3324463","-2,885069419"
37:37.0,Negative Cloud to Ground,"135,5727061","-2,871598787"
37:37.0,Negative Cloud to Ground,"135,4620526","-2,866904566"
37:37.0,Negative Cloud to Ground,"135,4646907","-2,866423978"
37:37.0,Negative Cloud to Ground,"135,374251","-2,873758623"
37:37.0,Negative Cloud to Ground,"135,3949668","-2,875358376"
37:37.0,Negative Cloud to Ground,"135,4873866","-2,86136609"
37:38.0,Negative Cloud to Ground,"136,039414","-3,295190719"
37:39.0,Intra/Inter Cloud,"135,4435368","-2,955760624"
37:41.0,Negative Cloud to Ground,"135,7514276","-3,349118796"
37:41.0,Intra/Inter Cloud,"135,4386991","-2,943499161"
37:41.0,Negative Cloud to Ground,"135,9743049","-3,367696813"
37:41.0,Negative Cloud to Ground,"135,9631834","-3,296970719"
37:42.0,Negative Cloud to Ground,"135,9503646","-3,261706481"
37:42.0,Negative Cloud to Ground,"135,9662392","-3,352562952"
37:51.0,Intra/Inter Cloud,"135,8209326","-3,33595614"
37:53.0,Negative Cloud to Ground,"135,8013767","-3,32565118"
37:53.0,Negative Cloud to Ground,"135,7879109","-3,374324959"
37:54.0,Negative Cloud to Ground,"135,9449751","-3,382586873"
37:55.0,Negative Cloud to Ground,"135,4829519","-2,952119962"
37:55.0,Negative Cloud to Ground,"135,4150612","-2,955665581"
37:55.0,Negative Cloud to Ground,"135,3615822","-2,971125366"
37:55.0,Negative Cloud to Ground,"135,4108089","-2,956888832"
37:55.0,Negative Cloud to Ground,"135,3448156","-2,976676067"
37:55.0,Negative Cloud to Ground,"135,4036283","-2,960445612"
37:55.0,Negative Cloud to Ground,"135,3027962","-2,994948721"
37:55.0,Negative Cloud to Ground,"135,4640975","-2,954956995"
37:55.0,Negative Cloud to Ground,"135,4428569","-2,960121535"
38:00.0,Positive Cloud to Ground,"135,8235847","-3,47314691"
38:00.0,Intra/Inter Cloud,"136,0058333","-3,545909525"
38:02.0,Intra/Inter Cloud,"135,7739908","-3,399793155"
38:02.0,Negative Cloud to Ground,"135,9796323","-3,31915084"
38:02.0,Intra/Inter Cloud,"135,6939649","-3,363990721"
38:02.0,Negative Cloud to Ground,"136,0138642","-3,321099598"
38:02.0,Negative Cloud to Ground,"136,019341","-3,323191836"
38:02.0,Intra/Inter Cloud,"135,6662043","-3,384221717"
38:02.0,Intra/Inter Cloud,"135,7385502","-3,366269758"
38:02.0,Negative Cloud to Ground,"136,0145159","-3,315698007"
38:02.0,Negative Cloud to Ground,"136,0048567","-3,312813835"
38:02.0,Negative Cloud to Ground,"136,0240968","-3,312429521"
